EngDispl,NumCyl,FE,NumGears,TransLockup,TransCreeperGear,IntakeValvePerCyl,ExhaustValvesPerCyl,VarValveTiming,VarValveLift,id,beta0,beta1
3.8,6,32.4,5,1,0,2,2,1,0,798,50.56,-4.52
2.3,4,39.2,5,0,0,2,2,1,0,799,50.56,-4.52
2.3,4,38.1,5,1,0,2,2,1,0,800,50.56,-4.52
3.5,6,34,5,1,0,2,2,1,0,801,50.56,-4.52
3.8,6,31.9,6,1,0,1,1,0,0,802,50.56,-4.52
4,6,35.2,6,1,0,2,2,0,0,803,50.56,-4.52
3.5,6,29.2,5,1,0,2,2,1,0,804,50.56,-4.52
2.3,4,34.4,5,1,0,2,2,1,1,805,50.56,-4.52
3.6,6,33,6,1,0,2,2,1,0,806,50.56,-4.52
6.2,8,28.4,6,1,0,1,1,1,0,807,50.56,-4.52
6,8,30.5,1,0,0,1,1,1,0,808,50.56,-4.52
6.2,8,28.4,6,1,0,1,1,1,0,809,50.56,-4.52
3,6,34.5,6,1,0,2,2,1,0,810,50.56,-4.52
5.3,8,28.9935,6,1,0,1,1,1,0,811,50.56,-4.52
6.2,8,26,6,1,0,1,1,1,0,812,50.56,-4.52
5.3,8,28.9935,6,1,0,1,1,1,0,813,50.56,-4.52
6.2,8,26,6,1,0,1,1,1,0,814,50.56,-4.52
5.3,8,28.9935,6,1,0,1,1,1,0,815,50.56,-4.52
6,8,30.5,1,0,0,1,1,1,0,816,50.56,-4.52
2.4,4,45.1,6,1,0,2,2,1,0,817,50.56,-4.52
3,6,34.5482,6,1,0,2,2,1,0,818,50.56,-4.52
2,4,40.3,4,1,0,2,2,1,0,819,50.56,-4.52
2,4,40.6,5,0,0,2,2,1,0,820,50.56,-4.52
2.2,4,42.3991,4,1,0,2,2,1,0,821,50.56,-4.52
2.2,4,44.9991,5,0,0,2,2,1,0,822,50.56,-4.52
2.4,4,41.9,5,0,0,2,2,1,0,823,50.56,-4.52
2.4,4,41.5,4,1,0,2,2,1,0,824,50.56,-4.52
2.2,4,42.3991,4,1,0,2,2,1,0,825,50.56,-4.52
2.2,4,44.9991,5,0,0,2,2,1,0,826,50.56,-4.52
2.4,4,41.9,5,0,0,2,2,1,0,827,50.56,-4.52
2.4,4,41.5,4,1,0,2,2,1,0,828,50.56,-4.52
3.6,6,33,6,1,0,2,2,1,0,829,50.56,-4.52
2.4,4,34.1,4,1,0,2,2,0,0,830,50.56,-4.52
2.4,4,35,4,1,0,2,2,1,0,831,50.56,-4.52
3.5,6,33.2,6,1,0,2,2,0,0,832,50.56,-4.52
3.7,6,30.5,4,1,0,1,1,0,0,833,50.56,-4.52
4,6,29.4,5,1,0,2,2,0,0,834,50.56,-4.52
3.5,6,34.2,6,1,1,2,2,0,0,835,50.56,-4.52
2.5,4,39.2,6,1,0,2,2,1,0,836,50.56,-4.52
2.5,4,38.6,5,0,0,2,2,1,0,837,50.56,-4.52
3,6,34.8,6,1,0,2,2,1,0,838,50.56,-4.52
2.5,4,42.9,1,0,0,2,2,1,0,839,50.56,-4.52
5.4,8,27,6,1,0,2,1,0,0,840,50.56,-4.52
4,6,27.8,5,1,1,1,1,0,0,841,50.56,-4.52
4.6,8,29,6,1,1,2,1,0,0,842,50.56,-4.52
3.5,6,34.2,6,1,1,2,2,0,0,843,50.56,-4.52
3.6,6,33,6,1,0,2,2,1,0,844,50.56,-4.52
5.3,8,28.9935,6,1,0,1,1,1,0,845,50.56,-4.52
6.2,8,28.4,6,1,0,1,1,1,0,846,50.56,-4.52
6,8,30.5,1,0,0,1,1,1,0,847,50.56,-4.52
5.3,8,28.9935,6,1,0,1,1,1,0,848,50.56,-4.52
6.2,8,28.4,6,1,0,1,1,1,0,849,50.56,-4.52
6.2,8,26,6,1,0,1,1,1,0,850,50.56,-4.52
2.4,4,45.1,6,1,0,2,2,1,0,851,50.56,-4.52
3,6,34.5482,6,1,0,2,2,1,0,852,50.56,-4.52
3.5,6,38.3,5,1,0,2,2,1,1,853,50.56,-4.52
2.4,4,39.2,5,1,0,2,2,1,1,854,50.56,-4.52
2.4,4,34.3,5,1,0,2,2,1,1,855,50.56,-4.52
2.4,4,31.9,5,0,0,2,2,1,1,856,50.56,-4.52
3.5,6,31.9475,5,1,0,2,2,1,1,857,50.56,-4.52
2.4,4,38.6,6,1,0,2,2,1,0,858,50.56,-4.52
2.4,4,36.7,6,0,0,2,2,1,0,859,50.56,-4.52
3.5,6,36.4,6,1,0,2,2,1,0,860,50.56,-4.52
2.4,4,41.6,6,0,0,2,2,1,0,861,50.56,-4.52
2.4,4,43.2286,6,1,0,2,2,1,0,862,50.56,-4.52
3.8,6,32.5,6,1,0,2,2,1,0,863,50.56,-4.52
3.5,6,31.4961,7,1,0,2,2,1,0,864,50.56,-4.52
5.6,8,24.2,5,1,0,2,2,1,0,865,50.56,-4.52
3.7,6,27.2,5,1,0,1,1,0,0,866,50.56,-4.52
5.7,8,27.1,5,1,0,1,1,1,0,867,50.56,-4.52
2,4,40.2397,5,0,0,2,2,1,0,868,50.56,-4.52
2,4,38,1,1,0,2,2,1,0,869,50.56,-4.52
2.4,4,39.2,5,0,0,2,2,1,0,870,50.56,-4.52
2.4,4,34.7,1,1,0,2,2,1,0,871,50.56,-4.52
3.7,6,28.8,5,1,0,1,1,0,0,872,50.56,-4.52
5.7,8,27.1,5,1,0,1,1,1,0,873,50.56,-4.52
3.7,6,30.5,4,1,0,1,1,0,0,874,50.56,-4.52
2,4,40.2397,5,0,0,2,2,1,0,875,50.56,-4.52
2,4,38,1,1,0,2,2,1,0,876,50.56,-4.52
2.4,4,39.2,5,0,0,2,2,1,0,877,50.56,-4.52
2.4,4,34.7,1,1,0,2,2,1,0,878,50.56,-4.52
3.8,6,28.2,4,1,0,1,1,0,0,879,50.56,-4.52
3.8,6,29.5,5,1,0,2,2,1,0,880,50.56,-4.52
4.6,8,29.9,6,1,0,2,2,1,0,881,50.56,-4.52
2,4,34.5,4,1,0,2,2,1,0,882,50.56,-4.52
2,4,35.3,5,0,0,2,2,1,0,883,50.56,-4.52
2.7,6,32.7,4,1,0,2,2,0,0,884,50.56,-4.52
3.5,6,34.5,6,1,0,2,2,1,0,885,50.56,-4.52
3.5,6,39.0959,1,0,0,2,2,1,0,886,50.56,-4.52
3.5,6,32.2,6,1,1,2,2,1,0,887,50.56,-4.52
3.5,6,34.2,6,1,1,2,2,0,0,888,50.56,-4.52
5.4,8,27,6,1,0,2,1,0,0,889,50.56,-4.52
2.3,4,34.7,6,1,0,2,2,1,0,890,50.56,-4.52
2.5,4,38.6,5,1,0,2,2,1,0,891,50.56,-4.52
3.7,6,30.5,6,1,0,2,2,1,0,892,50.56,-4.52
2.5,4,38.6,5,0,0,2,2,1,0,893,50.56,-4.52
2.5,4,39.2,6,1,0,2,2,1,0,894,50.56,-4.52
3,6,34.8,6,1,0,2,2,1,0,895,50.56,-4.52
2.5,4,42.9,1,0,0,2,2,1,0,896,50.56,-4.52
3.5,6,30.6,7,1,0,2,2,1,0,897,50.56,-4.52
3.5,6,28.7,7,1,0,2,2,1,0,898,50.56,-4.52
2.5,4,39.2,6,1,0,2,2,1,0,899,50.56,-4.52
3,6,34.8,6,1,1,2,2,1,0,900,50.56,-4.52
2.5,4,42.9,1,0,0,2,2,1,0,901,50.56,-4.52
4,6,27.8,5,1,1,1,1,0,0,902,50.56,-4.52
4.6,8,29,6,1,1,2,1,0,0,903,50.56,-4.52
2.4,4,37.9764,1,0,0,2,2,1,0,904,50.56,-4.52
3,6,35.2887,6,1,0,2,2,0,1,905,50.56,-4.52
3.8,6,29.8099,4,1,0,2,2,0,1,906,50.56,-4.52
5.6,8,24.9477,5,1,0,2,2,1,0,907,50.56,-4.52
5.6,8,25.1952,5,1,0,2,2,1,0,908,50.56,-4.52
3.5,6,32.4076,1,1,0,2,2,1,0,909,50.56,-4.52
4,6,29.9,5,1,0,2,2,1,0,910,50.56,-4.52
4,6,30.9375,5,1,0,2,2,1,0,911,50.56,-4.52
2.5,4,38.0299,1,1,0,2,2,1,0,912,50.56,-4.52
4,6,28.0488,6,0,0,2,2,1,0,913,50.56,-4.52
4,6,28.6549,5,1,0,2,2,1,0,914,50.56,-4.52
3.6,6,33,6,1,0,2,2,1,0,915,50.56,-4.52
2.4,4,37,4,1,0,2,2,1,0,916,50.56,-4.52
3.6,6,33,6,1,0,2,2,1,0,917,50.56,-4.52
3.6,6,33.2,6,1,0,2,2,1,0,918,50.56,-4.52
2.4,4,45.3,4,1,0,2,2,1,0,919,50.56,-4.52
2.4,4,35.8103,5,0,0,2,2,1,0,920,50.56,-4.52
2.4,4,34.2831,4,1,0,2,2,1,0,921,50.56,-4.52
3.2,6,33.7628,5,1,0,2,2,1,0,922,50.56,-4.52
2.7,4,31.7,4,1,0,2,2,1,0,923,50.56,-4.52
4,6,31.4,5,1,0,2,2,1,0,924,50.56,-4.52
4,6,30.2,5,1,0,2,2,1,0,925,50.56,-4.52
2.7,4,37.8,6,1,0,2,2,1,0,926,50.56,-4.52
3.5,6,33.1,5,1,0,2,2,1,0,927,50.56,-4.52
2.5,4,39.7,4,1,0,2,2,1,0,928,50.56,-4.52
3.5,6,37.3499,5,1,0,2,2,1,0,929,50.56,-4.52
4.6,8,26.5484,6,1,0,2,2,1,0,930,50.56,-4.52
5.7,8,25.6179,6,1,0,2,2,1,0,931,50.56,-4.52
2.7,4,40.6,6,1,0,2,2,1,0,932,50.56,-4.52
3.5,6,36.6,6,1,0,2,2,1,0,933,50.56,-4.52
2,4,34.1,6,0,0,2,2,1,0,934,50.56,-4.52
2,4,36.2,6,0,0,2,2,1,0,935,50.56,-4.52
3.2,6,36.4,6,1,0,2,2,1,0,936,50.56,-4.52
3.2,6,29.7,6,1,0,2,2,1,0,937,50.56,-4.52
3.5,6,28.7,6,1,0,2,2,1,1,938,50.56,-4.52
2.3,4,31.9,5,1,0,2,2,1,1,939,50.56,-4.52
3.7,6,31.6,6,1,0,2,2,1,1,940,50.56,-4.52
3.2,6,30.7,6,0,0,2,2,1,1,941,50.56,-4.52
3,6,33.2,6,0,0,2,2,0,0,942,50.56,-4.52
3.6,6,26.1066,6,0,0,2,2,1,0,943,50.56,-4.52
4.2,8,24.6,6,1,0,2,2,1,0,944,50.56,-4.52
4.4,8,26.6,7,1,0,2,2,1,0,945,50.56,-4.52
3,6,33,6,1,0,2,2,1,1,946,50.56,-4.52
3,6,33.6,6,0,0,2,2,1,1,947,50.56,-4.52
3,6,29.6,6,1,0,2,2,1,1,948,50.56,-4.52
3,6,36.559,6,1,0,2,2,0,0,949,50.56,-4.52
4.8,8,26.7946,6,1,0,2,2,1,1,950,50.56,-4.52
4.4,8,23.1521,6,1,0,2,2,1,0,951,50.56,-4.52
3,6,29.5,6,1,0,2,2,1,0,952,50.56,-4.52
4.4,8,24.9,6,1,0,2,2,1,0,953,50.56,-4.52
4.4,8,23.1521,6,1,0,2,2,1,0,954,50.56,-4.52
3.6,6,30.9,6,1,0,2,2,1,0,955,50.56,-4.52
6.2,8,27.4,6,1,0,1,1,1,0,956,50.56,-4.52
2.8,6,30.2993,6,1,0,2,2,1,0,957,50.56,-4.52
3,6,31.3,6,1,0,2,2,1,0,958,50.56,-4.52
2.4,4,40.3,6,1,0,2,2,1,0,959,50.56,-4.52
3,6,33.1,6,1,0,2,2,1,0,960,50.56,-4.52
5.3,8,29,6,1,0,1,1,1,0,961,50.56,-4.52
6,8,30.2999,1,0,0,1,1,1,0,962,50.56,-4.52
3.6,6,31.6,6,1,0,2,2,1,0,963,50.56,-4.52
3.5,6,31.9,6,1,0,2,2,0,0,964,50.56,-4.52
3.7,6,28.5,4,1,0,1,1,0,0,965,50.56,-4.52
4,6,28.4,5,1,0,2,2,0,0,966,50.56,-4.52
3.5,6,31.4,6,1,1,2,2,0,0,967,50.56,-4.52
2.5,4,36.0307,6,1,0,2,2,1,0,968,50.56,-4.52
3,6,31.3917,6,1,0,2,2,1,0,969,50.56,-4.52
2.5,4,37.9,1,0,0,2,2,1,0,970,50.56,-4.52
5.4,8,23.8983,6,1,1,2,1,0,0,971,50.56,-4.52
4,6,25.7535,5,1,1,1,1,0,0,972,50.56,-4.52
4.6,8,26.6622,6,1,1,2,1,0,0,973,50.56,-4.52
3.5,6,30.3805,6,1,1,2,2,0,0,974,50.56,-4.52
3.5,6,30.2,6,1,1,2,2,1,0,975,50.56,-4.52
3.6,6,31.6,6,1,0,2,2,1,0,976,50.56,-4.52
5.3,8,29,6,1,0,1,1,1,0,977,50.56,-4.52
6,8,30.2999,1,0,0,1,1,1,0,978,50.56,-4.52
6.2,8,27.4,6,1,0,1,1,1,0,979,50.56,-4.52
2.4,4,40.3,6,1,0,2,2,1,0,980,50.56,-4.52
3,6,33.1,6,1,0,2,2,1,0,981,50.56,-4.52
3.5,6,34.6,5,1,0,2,2,1,1,982,50.56,-4.52
2.4,4,37.7098,5,1,0,2,2,1,1,983,50.56,-4.52
2.4,4,31.3,5,0,0,2,2,1,1,984,50.56,-4.52
2.4,4,33.5,5,1,0,2,2,1,1,985,50.56,-4.52
3.5,6,30.5,5,1,0,2,2,1,1,986,50.56,-4.52
3.7,5,25.2,5,0,0,2,2,0,0,987,50.56,-4.52
3.7,5,25.1,4,1,0,2,2,0,0,988,50.56,-4.52
5.3,8,22.2999,4,1,0,1,1,1,0,989,50.56,-4.52
2.4,4,37.6,6,1,0,2,2,1,0,990,50.56,-4.52
3.5,6,36,6,1,0,2,2,1,0,991,50.56,-4.52
2.4,4,39.2041,6,1,0,2,2,1,0,992,50.56,-4.52
2.4,4,38.6,6,0,0,2,2,1,0,993,50.56,-4.52
3.8,6,31.1,6,1,0,2,2,1,0,994,50.56,-4.52
3.5,6,29.7734,7,1,0,2,2,1,0,995,50.56,-4.52
5,8,27.2511,7,1,0,2,2,1,1,996,50.56,-4.52
5.6,8,23.6,5,1,0,2,2,1,0,997,50.56,-4.52
3.7,6,26.6,5,1,0,1,1,0,0,998,50.56,-4.52
5.7,8,26,5,1,0,1,1,1,0,999,50.56,-4.52
2.4,4,38.6,5,0,0,2,2,1,0,1000,50.56,-4.52
